1.6475041969389968e+09	INFO	controller-runtime.metrics	Metrics server is starting to listen	{"addr": ":8040"}
1.6475041971869543e+09	INFO	controller_redis	Number of failed nodes in cluster	{"Request.RedisManager.Namespace": "default", "Request.RedisManager.Name": "redis-cluster", "Failed Node Count": 0}
1.6475043171882248e+09	INFO	controllers.RedisCluster	Reconciling opstree redis Cluster controller	{"Request.Namespace": "default", "Request.Name": "redis-cluster"}
1.6475043171966522e+09	INFO	controller_redis	Redis statefulset get action was successful	{"Request.StatefulSet.Namespace": "default", "Request.StatefulSet.Name": "redis-cluster-leader"}
1.647504317203825e+09	INFO	controller_redis	Reconciliation Complete, no Changes required.	{"Request.StatefulSet.Namespace": "default", "Request.StatefulSet.Name": "redis-cluster-leader"}
1.6475043172095964e+09	INFO	controller_redis	Redis service get action is successful	{"Request.Service.Namespace": "default", "Request.Service.Name": "redis-cluster-leader-headless"}
1.6475043172175846e+09	INFO	controller_redis	Redis service is already in-sync	{"Request.Service.Namespace": "default", "Request.Service.Name": "redis-cluster-leader-headless"}
1.647504317223096e+09	INFO	controller_redis	Redis service get action is successful	{"Request.Service.Namespace": "default", "Request.Service.Name": "redis-cluster-leader"}
1.6475043172252898e+09	INFO	controller_redis	Redis service is already in-sync	{"Request.Service.Namespace": "default", "Request.Service.Name": "redis-cluster-leader"}
1.6475043172280061e+09	INFO	controller_redis	Redis PodDisruptionBudget get action failed	{"Request.PodDisruptionBudget.Namespace": "default", "Request.PodDisruptionBudget.Name": "redis-cluster-leader"}
1.6475043172280352e+09	INFO	controller_redis	Reconciliation Successful, no PodDisruptionBudget Found.	{"Request.PodDisruptionBudget.Namespace": "default", "Request.PodDisruptionBudget.Name": "redis-cluster-leader"}
1.6475043172341478e+09	INFO	controller_redis	Redis statefulset get action was successful	{"Request.StatefulSet.Namespace": "default", "Request.StatefulSet.Name": "redis-cluster-follower"}
1.647504317244716e+09	INFO	controller_redis	Reconciliation Complete, no Changes required.	{"Request.StatefulSet.Namespace": "default", "Request.StatefulSet.Name": "redis-cluster-follower"}
1.6475043172568254e+09	INFO	controller_redis	Redis service get action is successful	{"Request.Service.Namespace": "default", "Request.Service.Name": "redis-cluster-follower-headless"}
1.6475043172589355e+09	INFO	controller_redis	Redis service is already in-sync	{"Request.Service.Namespace": "default", "Request.Service.Name": "redis-cluster-follower-headless"}
1.6475043172702043e+09	INFO	controller_redis	Redis service get action is successful	{"Request.Service.Namespace": "default", "Request.Service.Name": "redis-cluster-follower"}
1.6475043172734025e+09	INFO	controller_redis	Redis service is already in-sync	{"Request.Service.Namespace": "default", "Request.Service.Name": "redis-cluster-follower"}
1.6475043172770276e+09	INFO	controller_redis	Redis PodDisruptionBudget get action failed	{"Request.PodDisruptionBudget.Namespace": "default", "Request.PodDisruptionBudget.Name": "redis-cluster-follower"}
1.6475043172772079e+09	INFO	controller_redis	Reconciliation Successful, no PodDisruptionBudget Found.	{"Request.PodDisruptionBudget.Namespace": "default", "Request.PodDisruptionBudget.Name": "redis-cluster-follower"}
1.647504317291035e+09	INFO	controller_redis	Redis statefulset get action was successful	{"Request.StatefulSet.Namespace": "default", "Request.StatefulSet.Name": "redis-cluster-leader"}
1.6475043173088195e+09	INFO	controller_redis	Redis statefulset get action was successful	{"Request.StatefulSet.Namespace": "default", "Request.StatefulSet.Name": "redis-cluster-follower"}
1.6475043173088927e+09	INFO	controllers.RedisCluster	Creating redis cluster by executing cluster creation commands	{"Request.Namespace": "default", "Request.Name": "redis-cluster", "Leaders.Ready": "3", "Followers.Ready": "3"}
1.6475043173339226e+09	INFO	controller_redis	Successfully got the ip for redis	{"Request.RedisManager.Namespace": "default", "Request.RedisManager.Name": "redis-cluster-leader-0", "ip": "10.168.1.13"}
1.647504317336385e+09	INFO	controller_redis	Redis cluster nodes are listed	{"Request.RedisManager.Namespace": "default", "Request.RedisManager.Name": "redis-cluster", "Output": "cdeabfc603575b19988b3899cbd7cf011a8b28ef 10.168.2.102:6379@16379 slave 67f700a51dba7aeb6c5a3e6f0af25656a3fd40a3 0 1647504316575 3 connected\need0f06e407a8fc9620d23d17461a8a990a8cde9 10.168.0.36:6379@16379 master - 0 1647504316575 2 connected 5461-10922\nc8d33dd9670141e8668f01f58d531caa8d81f4ce 10.168.1.14:6379@16379 slave eed0f06e407a8fc9620d23d17461a8a990a8cde9 0 1647504317080 2 connected\n024e2dd74f7fe8916a636a9c67dcf61c108a9a48 10.168.1.13:6379@16379 myself,master - 0 1647504315000 1 connected 0-5460\n67f700a51dba7aeb6c5a3e6f0af25656a3fd40a3 10.168.2.103:6379@16379 master - 0 1647504317080 3 connected 10923-16383\nd603002e124a57e804fa6381f262e36ed2f605c3 10.168.0.35:6379@16379 slave 024e2dd74f7fe8916a636a9c67dcf61c108a9a48 0 1647504316071 1 connected\n"}
1.647504317336604e+09	INFO	controller_redis	Total number of redis nodes are	{"Request.RedisManager.Namespace": "default", "Request.RedisManager.Name": "redis-cluster", "Nodes": "6"}
1.6475043173366196e+09	INFO	controllers.RedisCluster	Redis leader count is desired	{"Request.Namespace": "default", "Request.Name": "redis-cluster"}
1.6475043173519008e+09	INFO	controller_redis	Successfully got the ip for redis	{"Request.RedisManager.Namespace": "default", "Request.RedisManager.Name": "redis-cluster-leader-0", "ip": "10.168.1.13"}
1.647504317356087e+09	INFO	controller_redis	Redis cluster nodes are listed	{"Request.RedisManager.Namespace": "default", "Request.RedisManager.Name": "redis-cluster", "Output": "cdeabfc603575b19988b3899cbd7cf011a8b28ef 10.168.2.102:6379@16379 slave 67f700a51dba7aeb6c5a3e6f0af25656a3fd40a3 0 1647504316575 3 connected\need0f06e407a8fc9620d23d17461a8a990a8cde9 10.168.0.36:6379@16379 master - 0 1647504316575 2 connected 5461-10922\nc8d33dd9670141e8668f01f58d531caa8d81f4ce 10.168.1.14:6379@16379 slave eed0f06e407a8fc9620d23d17461a8a990a8cde9 0 1647504317080 2 connected\n024e2dd74f7fe8916a636a9c67dcf61c108a9a48 10.168.1.13:6379@16379 myself,master - 0 1647504315000 1 connected 0-5460\n67f700a51dba7aeb6c5a3e6f0af25656a3fd40a3 10.168.2.103:6379@16379 master - 0 1647504317080 3 connected 10923-16383\nd603002e124a57e804fa6381f262e36ed2f605c3 10.168.0.35:6379@16379 slave 024e2dd74f7fe8916a636a9c67dcf61c108a9a48 0 1647504316071 1 connected\n"}
1.647504317356186e+09	INFO	controller_redis	Number of failed nodes in cluster	{"Request.RedisManager.Namespace": "default", "Request.RedisManager.Name": "redis-cluster", "Failed Node Count": 0}
